order_item_id,order_id,product_id,quantity,unit_price,discount
73,26,19,4,268.43,0.0
74,27,28,6,1456.09,0.2
75,28,18,8,755.47,0.1
76,28,11,1,517.93,0.0
77,29,29,1,3763.03,0.05
78,29,5,9,273.7,0.0
79,29,8,2,361.63,0.1
80,29,14,8,312.06,0.0
81,29,28,4,1414.6,0.0
82,30,9,1,302.34,0.05
83,31,9,10,300.75,0.0
84,32,11,4,510.16,0.0
85,33,26,4,907.93,0.15
86,33,20,5,402.28,0.15
87,33,18,1,867.11,0.05
88,34,26,6,919.1,0.1
89,34,14,10,282.81,0.1
90,35,1,6,53.26,0.2
91,35,14,8,302.37,0.0
92,35,23,1,470.45,0.15
93,36,1,3,46.4,0.0
94,36,22,3,327.77,0.0
95,36,9,4,258.5,0.05
96,36,7,1,308.67,0.0
97,36,6,10,184.45,0.0
98,37,12,5,639.1,0.05
99,37,21,3,206.48,0.2
100,38,16,1,139.21,0.0
101,38,13,9,186.07,0.2
102,39,4,4,90.55,0.05
103,39,3,2,393.78,0.15
104,39,25,3,151.56,0.1
105,39,6,9,214.28,0.1
106,40,29,3,4261.95,0.1
107,40,30,9,5159.48,0.0
108,40,19,8,245.26,0.1
109,40,11,8,476.96,0.0
110,40,15,10,168.77,0.15
111,41,7,7,286.77,0.2
112,42,15,2,189.62,0.0
113,42,30,1,4728.79,0.15
114,42,3,9,434.88,0.0
115,42,28,9,1492.8,0.15
116,42,19,10,259.58,0.2
117,43,2,3,150.16,0.0
118,43,17,3,662.72,0.0
119,44,28,4,1510.69,0.0
120,44,20,6,401.0,0.0
121,44,18,5,760.83,0.1
122,44,29,3,4261.42,0.0
123,44,3,7,398.24,0.2
124,45,5,4,258.9,0.0
125,45,26,9,928.63,0.05
126,46,14,9,273.89,0.2
127,47,15,5,196.64,0.0
128,47,6,1,180.42,0.0
129,47,22,1,368.22,0.15
130,48,28,1,1374.17,0.0
131,49,3,2,394.13,0.1
132,49,23,6,409.24,0.15
133,49,7,10,270.65,0.0
134,49,16,6,143.42,0.15
135,49,26,2,1057.88,0.1
136,50,25,3,145.8,0.2
137,50,10,3,131.59,0.1
138,50,9,9,277.7,0.05
139,51,30,5,5000.42,0.2
140,51,25,1,153.09,0.05
141,51,3,1,399.57,0.05
142,51,5,1,226.3,0.0
143,51,6,1,205.45,0.0
144,52,12,6,625.82,0.0
145,52,21,9,185.07,0.05
146,52,11,10,461.37,0.05
147,52,3,3,422.76,0.1
148,53,11,1,485.65,0.2
149,53,12,3,633.16,0.05
150,54,18,1,818.98,0.0
151,55,7,10,302.48,0.1
152,55,8,6,369.0,0.0
153,55,14,10,315.66,0.2
154,55,20,9,373.84,0.0
155,56,9,1,302.89,0.2
156,57,9,9,302.17,0.15
157,57,27,1,2379.85,0.15
158,57,17,5,763.61,0.15
159,57,4,3,99.94,0.05
160,58,29,4,3901.49,0.2
161,58,30,4,5027.32,0.0
162,58,8,7,332.79,0.0
163,58,17,2,648.88,0.05
164,59,22,10,359.13,0.15
165,59,10,5,126.62,0.0
166,59,24,1,217.22,0.05
167,59,6,3,193.76,0.15
168,59,17,9,689.34,0.0
169,60,25,8,170.88,0.2
170,60,9,7,267.37,0.15
171,60,3,7,371.6,0.2
172,61,25,1,149.03,0.2
173,61,10,4,134.71,0.0
174,61,28,6,1512.03,0.0
175,62,7,1,309.09,0.05
176,62,28,7,1441.36,0.2
177,62,30,5,5362.01,0.1
178,63,27,4,2614.34,0.0
179,63,17,4,706.84,0.1
180,63,30,9,4677.52,0.0
181,63,1,6,51.21,0.0
182,63,25,8,162.5,0.15
183,64,22,6,316.72,0.15
184,65,28,5,1420.7,0.0
185,66,25,6,149.28,0.1
186,66,27,5,2542.54,0.15
187,67,13,4,211.21,0.2
188,68,3,2,415.86,0.05
189,69,15,9,162.83,0.0
190,69,24,4,233.27,0.15
191,69,29,4,3993.07,0.0
192,69,26,7,1027.78,0.0
193,69,4,1,106.57,0.2
194,70,24,2,249.89,0.2
195,71,25,2,157.78,0.1
196,71,17,7,737.99,0.15
197,71,16,9,160.68,0.0
198,71,11,3,469.93,0.0
199,71,13,1,202.43,0.0
200,72,4,10,99.47,0.0
201,72,18,4,829.11,0.0
202,72,5,8,255.81,0.05
203,72,27,5,2613.58,0.2
204,73,4,10,102.57,0.05
205,73,24,6,234.03,0.0
206,73,30,3,5384.81,0.0
207,73,14,5,305.2,0.2
208,73,1,2,52.63,0.15
209,74,10,9,128.42,0.2
210,74,4,1,100.71,0.2
211,74,18,7,750.21,0.2
212,74,8,3,379.82,0.1
213,74,13,10,199.23,0.0
214,75,15,6,173.19,0.0
215,75,9,2,265.34,0.0
216,76,5,7,270.95,0.0
217,76,17,6,717.24,0.2
218,76,18,6,757.08,0.05
219,77,14,9,310.58,0.0
220,77,26,3,984.32,0.2
221,77,24,1,249.1,0.0
222,77,2,1,149.6,0.0
223,78,13,2,211.66,0.2
224,78,29,1,3908.05,0.15
225,78,20,8,364.9,0.15
226,79,4,4,94.13,0.0
227,79,6,6,181.17,0.05
228,80,18,8,819.2,0.05
229,80,6,7,209.47,0.15
230,80,14,3,306.25,0.1
231,80,19,5,238.56,0.0
232,80,4,2,93.89,0.1
233,81,26,9,1095.93,0.2
234,82,11,4,496.69,0.15
235,82,10,9,135.11,0.1
236,83,14,4,283.08,0.0
237,83,2,10,155.67,0.0
238,84,22,6,345.62,0.15
239,85,20,1,399.59,0.1
240,86,23,3,488.06,0.15
241,86,3,8,438.25,0.1
242,86,26,3,979.59,0.1
243,86,10,10,132.19,0.15
244,86,19,7,262.28,0.1
245,87,28,9,1541.5,0.2
246,87,25,10,166.82,0.15
247,87,22,8,320.36,0.1
248,87,10,5,119.85,0.2
249,88,19,10,236.46,0.0
250,88,13,10,183.2,0.0
251,88,21,9,214.42,0.1
252,89,26,4,920.75,0.2
253,89,28,4,1437.37,0.0
254,89,7,7,293.27,0.1
255,89,6,1,195.33,0.15
256,89,29,1,4390.92,0.05
257,90,13,2,197.3,0.05
258,90,21,1,204.65,0.0
259,91,10,4,129.52,0.0
260,91,18,6,826.19,0.1
261,92,21,9,184.61,0.1
262,92,8,1,372.45,0.0
263,92,29,1,4316.72,0.05
264,93,5,10,254.48,0.0
265,94,18,3,784.02,0.2
266,95,18,7,824.71,0.0
267,95,22,9,340.79,0.05
268,95,5,6,244.36,0.0
269,96,1,8,52.03,0.0
270,96,18,3,841.59,0.2
271,97,11,5,533.26,0.2
272,97,19,5,243.95,0.0
273,97,30,4,5086.59,0.2
274,97,25,5,170.12,0.0
275,97,4,1,106.02,0.2
276,98,16,4,134.13,0.15
277,98,25,9,156.91,0.05
278,99,3,7,399.31,0.0
279,99,2,2,154.02,0.2
280,99,4,10,95.73,0.2
281,99,27,1,2273.05,0.0
282,100,17,5,640.3,0.15
283,100,2,10,136.28,0.15
284,100,20,6,363.44,0.05
285,100,21,3,213.44,0.1
286,101,28,8,1541.59,0.15
287,101,19,3,226.6,0.0
288,102,21,5,179.77,0.05
289,102,9,8,275.8,0.0
290,103,6,3,208.0,0.2
291,103,2,7,154.11,0.1
292,103,23,3,435.04,0.1
293,103,15,2,187.8,0.05
294,104,30,10,5198.24,0.1
295,104,13,2,209.71,0.0
296,104,2,1,145.94,0.1
297,104,6,9,189.56,0.0
298,105,7,4,274.43,0.0
299,105,15,6,173.91,0.0
300,106,12,7,552.12,0.1
301,106,30,2,4963.26,0.0
302,107,22,2,356.18,0.0
303,107,4,7,91.33,0.2
304,108,8,6,323.34,0.05
305,108,27,9,2535.7,0.0
306,108,17,7,646.05,0.0
307,108,22,8,319.29,0.15
308,109,10,3,138.41,0.0
309,109,9,1,258.96,0.05
310,109,19,5,249.51,0.2
311,109,2,2,146.95,0.0
312,109,24,1,216.93,0.0
313,110,27,8,2516.08,0.0
314,110,4,8,103.77,0.05
315,110,13,9,185.88,0.0
316,111,1,3,50.36,0.05
317,112,18,4,760.82,0.05
318,112,27,3,2535.25,0.0
319,112,6,8,210.32,0.15
320,112,4,10,97.77,0.2
321,112,21,7,213.59,0.0
322,113,8,3,352.04,0.0
323,113,29,7,3622.42,0.0
324,113,4,10,103.96,0.15
325,113,28,1,1496.85,0.15
326,113,17,10,705.23,0.15
327,114,13,8,198.14,0.0
328,114,22,7,374.19,0.05
329,114,30,4,5399.23,0.1
330,114,4,3,106.13,0.0
331,115,25,9,147.67,0.15
332,115,1,3,45.87,0.15
333,115,13,6,192.15,0.0
334,116,13,6,179.69,0.0
335,117,15,7,181.49,0.15
336,117,30,2,5021.83,0.2
337,117,4,3,90.54,0.1
338,117,22,3,336.95,0.05
339,117,9,8,293.23,0.0
340,118,19,4,245.51,0.1
341,118,18,9,765.25,0.1
342,118,25,1,173.41,0.0
343,118,22,1,373.49,0.2
344,118,9,1,304.19,0.15
345,119,22,9,344.33,0.15
346,119,27,10,2607.33,0.0
347,120,10,6,137.93,0.1
348,120,21,9,201.13,0.0
349,120,5,2,238.22,0.05
350,120,29,9,4005.03,0.2
351,120,20,1,414.58,0.05
352,121,12,3,567.29,0.1
353,122,15,9,188.63,0.15
354,122,13,3,180.14,0.1
355,122,16,8,142.29,0.2
356,122,7,2,326.72,0.0
357,123,16,9,138.57,0.1
358,123,20,10,432.14,0.1
359,123,18,8,833.92,0.0
360,123,13,3,191.84,0.1
361,124,16,1,157.66,0.1
362,124,24,6,237.32,0.0
363,125,21,4,193.77,0.15
364,125,6,5,214.24,0.15
365,125,22,6,366.84,0.05
366,125,26,7,1044.49,0.0
367,126,19,2,232.46,0.1
368,126,2,3,157.3,0.0
369,126,1,6,46.73,0.0
370,126,22,9,341.54,0.1
371,127,7,10,286.69,0.15
372,127,5,4,255.67,0.0
373,127,12,9,627.68,0.2
374,127,27,5,2643.71,0.2
375,128,28,9,1637.05,0.1
376,128,7,2,289.44,0.0
377,129,3,6,373.99,0.2
378,129,22,6,364.52,0.05
379,129,30,3,5412.87,0.0
380,130,6,4,192.76,0.1
381,130,19,6,229.19,0.2
382,130,13,9,183.33,0.15
383,130,8,7,339.87,0.0
384,131,17,9,674.45,0.1
385,131,9,6,293.28,0.2
386,131,13,5,211.93,0.0
387,131,28,1,1407.31,0.15
388,132,4,10,90.58,0.2
389,132,29,2,4330.02,0.1
390,132,22,8,325.6,0.0
391,132,17,9,745.56,0.0
392,132,27,10,2367.06,0.2
393,133,3,6,375.87,0.0
394,134,11,5,494.38,0.0
395,135,7,3,290.99,0.0
396,135,4,7,98.52,0.2
397,135,24,9,210.56,0.2
398,136,15,1,195.46,0.0
399,136,28,3,1558.1,0.15
400,136,11,2,477.39,0.2
401,136,2,2,135.15,0.0
402,137,15,10,180.05,0.0
403,137,13,10,199.94,0.1
404,138,20,3,419.57,0.0
405,139,12,9,602.21,0.2
406,139,5,6,244.13,0.0
407,139,8,6,353.01,0.2
408,140,14,10,299.39,0.2
409,140,2,8,150.16,0.0
410,140,11,5,535.19,0.0
411,140,28,8,1560.79,0.1
412,141,24,5,230.89,0.0
413,141,29,10,3936.59,0.0
414,141,22,6,369.08,0.2
415,142,10,2,141.06,0.2
416,142,6,7,218.32,0.0
417,142,17,3,759.47,0.0
418,142,5,1,226.24,0.2
419,142,20,5,388.83,0.0
420,143,21,2,210.91,0.2
421,143,29,6,3654.48,0.0
422,143,8,6,337.83,0.0
423,143,3,9,375.39,0.15
424,143,5,7,251.77,0.0
425,144,10,5,123.44,0.1
426,145,20,3,398.97,0.2
427,145,13,4,195.94,0.15
428,145,19,8,259.92,0.0
429,145,23,7,417.54,0.0
430,145,16,3,145.02,0.1
431,146,30,5,4708.21,0.0
432,146,12,9,565.27,0.2
433,147,23,2,470.29,0.0
434,147,18,2,739.28,0.1
435,148,29,1,4100.5,0.1
436,148,27,2,2278.58,0.15
437,149,29,2,4014.67,0.05
438,150,16,9,147.9,0.0
439,150,6,9,185.67,0.05
440,150,7,7,300.12,0.0
441,151,6,8,197.58,0.0
442,151,26,6,1011.4,0.0
443,151,29,8,3707.61,0.0
444,151,12,10,651.97,0.0
445,152,20,9,424.27,0.2
446,152,3,8,389.62,0.15
447,153,8,9,374.76,0.15
448,153,24,8,250.08,0.15
449,153,4,8,92.58,0.05
450,153,13,4,186.99,0.2
451,153,2,4,161.69,0.15
452,154,6,3,185.97,0.1
453,154,27,10,2703.74,0.0
454,154,30,7,5380.48,0.0
455,154,1,7,51.93,0.15
456,154,11,10,456.62,0.0
457,155,18,4,862.39,0.0
458,155,5,6,259.08,0.0
459,156,28,9,1630.82,0.0
460,156,29,7,3696.8,0.15
461,156,18,8,836.89,0.05
462,156,7,4,278.76,0.05
463,156,11,5,473.76,0.0
464,157,11,8,510.1,0.15
465,157,9,2,261.17,0.05
466,157,28,10,1596.4,0.2
467,157,19,10,245.95,0.0
468,157,26,10,933.93,0.0
469,158,2,4,153.97,0.1
470,158,11,8,524.92,0.05
471,159,7,8,311.43,0.2
472,160,5,9,236.2,0.0
473,160,19,1,264.55,0.2
474,160,18,2,740.63,0.0
475,161,24,9,214.73,0.0
476,161,26,1,952.11,0.1
477,161,28,8,1530.95,0.15
478,161,2,8,149.55,0.1
479,162,15,6,184.99,0.0
480,162,12,3,567.47,0.1
481,162,22,7,378.62,0.2
482,162,7,1,281.18,0.0
483,162,23,5,425.32,0.05
484,163,27,10,2676.52,0.1
485,164,4,6,105.64,0.0
486,164,15,4,192.32,0.1
487,164,3,2,360.92,0.0
488,165,6,6,205.53,0.0
489,165,25,5,149.42,0.0
490,165,30,9,4691.91,0.1
491,165,24,4,247.85,0.1
492,165,19,7,273.51,0.0
493,166,22,8,320.59,0.0
494,166,19,3,243.91,0.15
495,167,24,2,215.59,0.0
496,167,5,8,244.52,0.2
497,168,2,10,157.09,0.15
498,168,4,2,91.4,0.05
499,169,4,1,91.49,0.15
500,169,5,1,246.34,0.15
501,169,30,6,5160.69,0.1
502,169,6,8,216.21,0.0
503,170,24,4,225.86,0.0
504,170,7,4,301.16,0.15
505,170,2,3,147.67,0.15
506,170,10,5,136.14,0.0
507,170,19,3,262.17,0.0
508,171,4,5,89.55,0.1
509,171,3,7,409.0,0.0
510,172,28,6,1643.5,0.0
511,172,1,10,46.91,0.0
512,172,19,1,265.93,0.1
513,173,23,6,493.41,0.0
514,173,28,7,1600.83,0.0
515,174,26,4,1042.09,0.1
516,175,12,8,637.75,0.2
517,175,5,2,235.5,0.05
518,175,25,2,147.61,0.0
519,175,23,7,488.08,0.1
520,175,19,6,250.97,0.05
521,176,25,4,170.01,0.0
522,176,30,2,5387.02,0.2
523,176,5,3,225.38,0.05
524,177,14,2,290.74,0.0
525,178,8,1,325.71,0.1
526,178,18,1,789.91,0.15
527,178,16,2,146.95,0.2
528,178,9,10,252.35,0.0
529,179,5,5,250.55,0.0
530,179,28,6,1444.87,0.2
531,180,27,1,2359.97,0.15
532,180,29,5,3625.0,0.0
533,181,1,10,47.66,0.05
534,182,19,8,242.45,0.2
535,182,30,5,5121.88,0.0
536,182,25,8,161.87,0.2
537,182,21,6,193.9,0.05
538,183,8,8,372.84,0.0
539,183,9,5,276.87,0.0
540,184,2,9,135.87,0.0
541,185,4,7,100.07,0.0
542,185,2,8,145.98,0.2
543,185,7,2,298.34,0.05
544,185,1,9,44.52,0.0
545,185,26,9,918.57,0.15
546,186,15,10,162.19,0.15
547,186,4,2,108.39,0.15
548,186,5,1,247.18,0.0
549,187,2,1,147.87,0.0
550,187,14,6,273.87,0.0
551,187,15,5,174.03,0.1
552,187,4,5,98.84,0.0
553,187,8,7,326.31,0.15
554,188,1,7,45.88,0.1
555,188,19,9,257.78,0.05
556,189,23,8,406.77,0.0
557,189,14,9,269.43,0.0
558,189,20,4,407.54,0.0
559,189,9,8,302.55,0.2
560,190,29,3,3662.23,0.1
561,190,13,2,199.98,0.2
562,190,14,3,310.93,0.05
563,190,27,1,2265.14,0.0
564,191,14,10,270.59,0.0
565,191,4,2,90.1,0.1
566,191,10,8,133.3,0.0
567,191,11,5,452.83,0.15
568,192,19,9,227.48,0.15
569,192,8,10,366.96,0.2
570,192,18,5,810.85,0.0
571,193,22,2,336.2,0.0
572,193,23,1,427.05,0.1
573,194,2,10,158.59,0.05
574,194,26,10,1004.83,0.05
575,194,19,4,256.37,0.0
576,194,10,8,131.33,0.15
577,194,21,2,211.48,0.05
578,195,18,7,871.78,0.0
579,195,24,4,228.31,0.0
580,195,10,8,128.48,0.0
581,195,4,4,93.72,0.0
582,195,14,6,295.23,0.0
583,196,22,2,383.6,0.05
584,196,19,1,227.44,0.2
585,196,20,5,372.28,0.05
586,196,10,3,116.78,0.05
587,196,30,1,5014.57,0.2
588,197,28,1,1601.24,0.15
589,197,6,1,204.21,0.15
590,197,4,5,90.98,0.1
591,197,3,2,377.87,0.15
592,197,14,10,303.28,0.1
593,198,29,2,3665.88,0.05
594,198,25,1,166.34,0.1
595,198,19,9,255.27,0.0
596,198,15,9,162.19,0.2
597,198,5,2,272.43,0.05
598,199,10,3,135.65,0.05
599,199,18,6,802.51,0.15
600,199,5,4,252.54,0.05
601,200,12,3,546.49,0.0
602,200,15,5,180.44,0.05
603,200,30,8,4819.23,0.15
604,200,1,2,52.22,0.0
605,200,18,4,779.86,0.0
606,201,20,2,433.65,0.1
607,201,13,8,205.94,0.1
608,201,3,5,422.26,0.1
609,202,18,8,835.15,0.05
610,202,29,10,4353.53,0.15
611,202,17,8,722.01,0.0
612,202,5,5,226.25,0.0
613,203,23,5,485.34,0.0
614,203,4,10,97.49,0.0
615,204,2,4,139.38,0.0
616,204,16,9,150.73,0.0
617,204,29,7,3882.26,0.2
618,204,18,8,811.95,0.2
619,205,6,10,215.96,0.15
620,205,10,5,137.65,0.05
621,205,21,7,200.86,0.15
622,205,2,5,161.98,0.05
623,206,9,8,279.65,0.0
624,207,15,1,166.58,0.0
625,208,13,3,185.46,0.0
626,209,25,5,160.36,0.0
627,209,8,1,349.18,0.1
628,209,27,4,2382.01,0.05
629,209,21,9,206.83,0.0
630,209,14,10,271.56,0.05
631,210,9,8,259.54,0.2
632,210,13,9,196.82,0.1
633,211,14,1,306.37,0.0
634,212,10,2,121.63,0.2
635,213,19,4,241.92,0.2
636,214,21,7,183.4,0.0
637,214,27,8,2608.81,0.0
638,214,6,6,186.53,0.0
639,214,28,1,1624.42,0.0
640,214,7,9,299.66,0.05
641,215,25,1,172.04,0.0
642,215,27,5,2624.19,0.05
643,215,23,3,427.64,0.1
644,216,14,6,307.99,0.2
645,217,23,5,406.64,0.1
646,217,10,7,126.47,0.0
647,218,25,2,167.66,0.0
648,218,24,5,233.33,0.1
649,218,16,9,152.89,0.1
650,218,29,9,4364.05,0.15
651,219,28,7,1487.53,0.1
652,220,4,2,97.87,0.05
653,220,9,9,298.41,0.0
654,221,27,10,2341.42,0.05
655,221,11,7,543.63,0.1
656,222,20,4,414.87,0.1
657,222,22,7,362.71,0.1
658,222,18,8,768.9,0.1
659,222,26,7,1012.43,0.15
660,223,11,6,507.82,0.0
661,224,4,2,101.25,0.15
662,225,22,8,383.53,0.0
663,225,6,7,214.49,0.0
664,225,2,6,137.48,0.05
665,225,28,2,1475.76,0.15
666,225,25,1,150.32,0.1
667,226,25,7,153.1,0.05
668,226,18,3,735.08,0.1
669,226,26,5,964.57,0.1
670,226,13,1,194.18,0.0
671,226,7,1,270.58,0.15
672,227,10,5,120.72,0.0
673,227,26,7,1098.63,0.15
674,227,5,5,263.22,0.15
675,227,17,9,714.85,0.05
676,227,19,8,244.54,0.0
677,228,9,5,268.66,0.2
678,228,6,6,198.6,0.05
679,228,1,6,49.37,0.0
680,228,27,10,2474.32,0.0
681,229,8,9,370.31,0.0
682,229,7,7,276.93,0.2
683,229,26,6,950.67,0.05
684,230,26,3,1053.03,0.0
685,230,5,5,226.8,0.05
686,230,28,6,1530.07,0.0
687,230,21,4,215.93,0.0
688,231,6,5,186.31,0.2
689,231,28,8,1477.47,0.05
690,231,4,8,95.25,0.0
691,231,5,6,254.64,0.05
692,232,4,2,92.6,0.15
693,233,3,6,431.78,0.2
694,234,27,7,2745.59,0.0
695,234,9,9,251.94,0.05
696,234,18,10,801.6,0.05
697,234,26,8,1041.15,0.1
698,234,17,3,656.48,0.0
699,235,19,6,246.22,0.2
700,235,20,1,433.39,0.0
701,236,5,5,266.57,0.15
702,236,23,7,410.94,0.15
703,236,14,2,324.09,0.0
704,236,26,4,1004.75,0.0
705,237,11,10,521.9,0.2
706,237,8,9,317.46,0.1
707,237,14,6,327.33,0.15
708,237,12,3,583.25,0.0
709,238,6,9,206.75,0.0
710,238,10,9,124.47,0.0
711,238,5,6,263.79,0.0
712,238,4,1,89.72,0.05
713,238,22,5,335.42,0.0
714,239,21,3,213.72,0.2
715,239,15,2,165.09,0.0
716,239,11,3,542.38,0.05
717,240,25,8,164.79,0.1
718,240,18,2,791.13,0.2
719,240,20,7,420.08,0.0
720,241,21,3,198.57,0.0
721,241,22,4,374.66,0.1
722,241,24,9,223.48,0.0
723,242,29,8,3881.93,0.0
724,243,2,7,162.78,0.2
725,243,26,1,950.03,0.15
726,243,28,4,1359.05,0.1
727,243,3,4,385.03,0.1
728,243,20,9,425.31,0.0
729,244,29,1,3627.7,0.2
730,244,8,2,350.03,0.15
731,244,11,7,493.07,0.1
732,244,28,5,1503.25,0.0
733,244,10,7,125.01,0.0
734,245,9,6,265.7,0.05
735,245,30,1,5324.79,0.0
736,245,22,9,375.45,0.15
737,246,16,10,152.56,0.05
738,247,4,6,93.87,0.1
739,247,1,2,45.54,0.05
740,247,21,9,199.5,0.0
741,247,22,9,365.43,0.2
742,247,25,10,161.16,0.05
743,248,17,10,637.62,0.0
744,248,25,8,161.51,0.0
745,248,5,8,229.31,0.2
746,248,29,8,4143.78,0.0
747,248,23,7,424.98,0.2
748,249,28,10,1511.13,0.05
749,250,6,4,212.2,0.15
750,250,9,4,284.16,0.0
751,250,5,9,235.83,0.1
752,251,5,2,273.17,0.15
753,252,16,3,162.22,0.1
754,252,1,4,53.74,0.1
755,252,13,9,215.88,0.15
756,252,30,10,5056.03,0.0
757,252,27,3,2321.92,0.0
758,253,1,3,46.35,0.0
759,254,3,9,389.9,0.05
760,255,4,9,105.76,0.1
761,255,2,9,161.5,0.15
762,255,30,8,5213.82,0.0
763,255,1,1,49.47,0.2
764,256,7,2,286.37,0.15
765,256,12,4,646.65,0.0
766,256,13,6,204.97,0.15
767,257,19,9,261.7,0.2
768,258,9,9,286.9,0.0
769,258,14,6,287.6,0.2
770,258,26,10,962.32,0.15
771,258,25,2,144.21,0.0
772,259,15,7,193.89,0.0
773,260,27,10,2438.62,0.2
774,260,9,2,269.59,0.15
775,260,11,1,492.6,0.15
776,261,14,7,323.89,0.0
777,261,9,2,290.66,0.15
778,261,3,4,437.85,0.0
779,261,1,8,49.41,0.0
780,262,20,5,420.74,0.05
781,262,27,1,2510.39,0.0
782,262,30,6,5271.95,0.2
783,262,19,4,245.51,0.1
784,263,10,3,125.85,0.15
785,263,18,10,809.32,0.05
786,264,13,8,210.34,0.1
787,264,20,4,402.19,0.1
788,265,17,8,703.07,0.15
789,265,29,8,4224.22,0.0
790,265,21,6,180.32,0.2
791,265,19,10,245.45,0.0
792,265,4,8,105.81,0.1
793,266,29,10,3788.45,0.0
794,266,13,2,184.38,0.15
795,266,1,6,48.55,0.15
796,266,23,9,455.94,0.2
797,267,13,5,218.02,0.1
798,267,1,1,51.56,0.1
799,268,30,8,4860.23,0.1
800,268,5,6,272.48,0.0
801,268,3,8,397.94,0.0
802,269,22,3,348.18,0.05
803,270,6,9,184.86,0.0
804,270,26,10,1041.51,0.05
805,270,3,3,393.87,0.0
806,270,4,3,91.89,0.05
807,270,18,6,800.95,0.0
808,271,2,5,155.59,0.0
809,271,26,5,1082.17,0.0
810,271,23,9,435.23,0.0
811,271,29,6,3987.89,0.2
812,272,11,7,526.89,0.0
813,273,28,10,1391.53,0.2
814,274,16,10,134.64,0.15
815,274,27,1,2280.77,0.05
816,274,1,4,53.17,0.0
817,275,9,4,297.26,0.0
818,275,2,8,163.66,0.1
819,275,15,3,194.02,0.1
820,275,6,6,214.42,0.2
821,276,1,8,49.2,0.2
822,276,2,9,139.55,0.15
823,276,3,5,416.32,0.0
824,277,5,7,227.71,0.1
825,278,1,1,51.81,0.1
826,278,16,1,136.83,0.1
827,278,3,6,436.88,0.1
828,279,28,2,1643.22,0.15
829,279,15,2,172.38,0.05
830,280,24,1,240.17,0.0
831,281,2,4,135.41,0.05
832,281,27,2,2653.77,0.1
833,281,19,6,257.99,0.0
834,281,5,8,236.87,0.15
835,282,29,9,4058.19,0.0
836,283,23,3,475.71,0.1
837,283,11,8,490.34,0.1
838,283,10,10,121.6,0.2
839,283,8,7,338.15,0.1
840,283,26,5,954.85,0.05
841,284,14,2,326.47,0.2
842,285,30,5,5309.87,0.0
843,285,5,4,269.0,0.15
844,285,16,2,135.16,0.0
845,285,7,1,278.29,0.2
846,285,26,9,1031.76,0.05
847,286,22,2,346.79,0.0
848,286,6,4,217.74,0.2
849,287,15,4,173.18,0.0
850,287,9,7,280.67,0.05
851,287,17,5,765.97,0.05
852,288,24,7,226.61,0.1
853,289,8,9,349.24,0.1
854,289,23,5,491.0,0.0
855,289,9,4,272.45,0.2
856,289,29,5,3923.73,0.0
857,289,10,9,117.32,0.0
858,290,15,8,194.29,0.15
859,291,13,6,196.97,0.0
860,292,3,3,375.54,0.0
861,292,12,1,610.27,0.1
862,292,13,6,215.01,0.0
